bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.009733333333333332,0.031999999999999994,0.1111111111111111,0.002453017752187065,0.02011597240202452,0.07558867559062409,0.028075508896454424,0.04117736324937072,0.05489212588052019
