bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.0016666666666666666,0.007999999999999998,0.03,0.00038063316244500917,0.0014615228472662004,0.01079410106274881,0.005226148280311975,0.012600706396953735,0.032217968033540344
