bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.0004444444444444444,0.0029999999999999996,0.05520000000000003,0.013150891366613722,0.03932530621599812,0.08746970589153812,0.03818533464827983,0.05636555733457167,0.0796965182997564
