bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.0020666666666666667,0.01944444444444444,0.1111111111111111,0.0016796562579265617,0.024577097042296586,0.1111111111111111,0.020117173258259367,0.039868638411298556,0.06526860304642995
