bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.0008888888888888888,0.005333333333333333,0.026000000000000037,0.00035048231544996503,0.0015622426493100956,0.056604695448484454,0.005392061745000075,0.021025700023112163,0.05330514316400805
