bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.0008888888888888888,0.011111111111111112,0.07333333333333333,0.0007790465841314711,0.004575835618216441,0.04940591257664273,0.011610750552912196,0.01935174523721325,0.06463665369936003
