bbox_area_min_pc10.0,bbox_area_min_pc50.0,bbox_area_min_pc90.0,disp_e2e_norm_pc10.0,disp_e2e_norm_pc50.0,disp_e2e_norm_pc90.0,speed_mean_pc10.0,speed_mean_pc50.0,speed_mean_pc90.0
0.07886666666666667,0.1111111111111111,0.1111111111111111,0.001436325965583461,0.007030396384051943,0.03710894689341319,0.02807966286652037,0.051721862980167836,0.09503929215686009
